,0
PCHOLPALME_HSABCt,10.87149537
PE14_HSABCt,11.29571568
SUBGLYc,
EX_subgly_e,
4OHBUTtmc,
EX_4ohbut_e,
12HPETUPKt,
15HPETUPKt,
AK2LGCHOLABCt,10.87149537
APRGSTRNABCt,
C14770UPKt,
PE161_HSABCt,11.29571568
PE17_HSABCt,11.29571568
PE203_HSABCt,11.29571568
PE2LINL_HSABCt,11.29571568
CE2510ABCt,9.865306947
PEAR_HSABCt,11.29571568
PHPYRtm,10.75664728
EX_3mox4hoxm_e,
CE4970tm,
PELINL_HSABCt,11.29571568
CE2026tm,
PEPALM_HSASBCt,10.87149537
SPHMYLN181161_hs_ATPt,10.81957497
EX_CE2026_e,
SPHMYLN18117_hs_ATPt,10.81957497
SPHMYLN18120_hs_ATPt,10.81957497
SPHMYLN18121_hs_ATPt,10.81957497
2HYDOGOAT3t,
2HYDOGte,
PESTE_HSABCt,11.29571568
SPHMYLN_HsSECt,
SPHMYLN180241_hs_SECt,
SPHMYLN18117_hs_SECt,
SPHMYLN18118_hs_SECt,
SPHMYLN18120_hs_SECt,
SPHMYLN18123_hs_SECt,
GLUTAROAT3t,
GLUTARte,
EX_thexdd_e,
HEXDTRtm,
SPHMYLN1824_hs_SECt,
HEXDTRte,
CE4968tm,
EX_hexdtr_e,
HPDECECOAm,
CE4968te,
HPDECEm,10.11604279
EIC21114TRc,10.11604279
EIC21114TRte,
EX_eic21114tr_e,
AK2LGCHOLt,
DIGALSGALSIDEATPte,10.81957497
EX_CE4968_e,
PCHOLET_HSt1e,
PCHOLHEP_HSt1e,
SUCACETATc,
PCHOLLINL_HSt1e,
PCHOLN15_HSt1e,
PCHOLN183_HSt1e,
PCHOLN1836_HSt1e,
PCHOLN201_HSt1e,
PCHOLN225_HSt1e,
5EIPENCte,
T4HCINNMte,
AGRMte,
EANDRSTRNte,0.0
AHANDROSTANte,0.0
PCHLN225_HSt1e,
PCHOLSTE_HSt1e,
SUCACETOte,
PE12_HSt1e,
PE14_HSt1e,
PE15_HSt1e,
C05301te,0.0
11DOCRTSLte,0.0
CE2211te,0.0
17AHPRGSTRNte,0.0
PE161_HSt1e,
PE226_HSt1e,
C03681te,0.0
PEAR_HSt1e,
CE1352te,0.0
VANILLACc,
PELPALM_HSt1e,
PESTE_HSt1e,
SPHMYLN_HsATPte,10.81957497
SPHMYLN180241_hs_ATPt,10.81957497
C05769te,0.0
SAMHISTAe,0.0
GLCRt1,0.0
2HYOXPLCte,10.76399968
MHISTAte,0.0
SPHMYLN18114_hs_ATPt,10.81957497
SPHMYLN18115_hs_ATPt,10.81957497
SPHMYLN18116_hs_ATPt,10.81957497
VANILLACte,
2OBUTt,0.0
PPP9ABCte,0.0
MLTHFte,
TYMte2,
CE4890te,
CE7085te,10.81957497
CE4877te,10.81957497
C05770te,0.0
SPHS1Pt2e,10.81957497
DHEAte,
EX_dhea_e,
AHANDROSTANtr,
EX_ahandrostan_e,
ANDRSTANDRtr,
EX_andrstandn_e,
EX_CE2209_e,
EX_estrone_e,
C05298te,
EX_C05299_e,
EX_C05302_e,
EX_11docrtsl_e,
PTRCARGte,0.0
MLTHFte2,10.02878761
13DAMPPte,0.0
ARGN1ASPMDte,9.959781668
34DHPHAte,
34DHOXMANDte,
CE6205te,
1A25DHVITD3te,10.69167381
ISOBUTtm,
ISOBUTte,
NACCYSte,
EX_agm_e,
T4HCINNMtm,
EX_prgnlone_e,
EX_17ahprgnlone_e,
EX_C03681_e,
HC02020tr,
EX_prgnlones_e,
EX_CE1352_e,
XOL24OHte,
EX_xol24oh_e,
XOL25OHte,
EX_xol25oh_e,
DSMSTEROLtr,
DSMSTEROLte,
EX_chsterols_e,
EX_3ityr__L_e,
EX_T4hcinnm_e,
4HBZtm,
SUCSALtm,
SUCSALte,
CE7081tr,
CE7081tm,
EX_35diotyr_e,
EX_13_cis_retn_e,
LDL_HSSYN,
LDL_HSDEG,
HDL_HSDEG,
MYELIN_HSSYN,
DM_myelin_hs_c,
12HARACHDtr,
12HARACHDte,
18HARACHDte,
EX_18harachd_e,
SQLte,
HC00460te,
EX_HC00460_e,
ORN_Dte,
5G2OXPTte,
EX_vanillac_e,
EX_CE7090_e,
EX_CE7096_e,
EX_CE4877_e,
EX_CE1447_e,
6HOXMELATNte,
2H3MVc,14.08616184
EX_trypta_e,
EX_CE2006_e,
GLUCYSte,
EX_C10164_e,
EX_n8aspmd_e,
2H3MVte,
EX_CE6205_e,
EX_C09642_e,
MELATNte,
2HIVc,14.08616184
EX_C05769_e,
C05767te,
EX_C05770_e,
2HIVte,
PPBNGte,
EX_ppbng_e,
12PPDRte,
EX_12ppd__R_e,
AMETAMte,
UDPG3DOPA,10.52614446
34DHPEAR,11.12432439
EX_dopa4sf_e,
DOPA4GLCURt,10.81957497
DOPA3GLCURt,10.81957497
GGTe_1,9.814483505
DOPACCL,
XYLUDte,
GLCNte,
EX_CE0737_e,
DOPAOQCYS,
SPHGNSte,
LACROX,
EX_2hiv_e,
4GLU56DIHDINDt,
EX_4glu56dihdind_e,
EX_hdd2crn_e,
IM4ACte,
EX_im4ac_e,
EX_CE1918_e,
EX_mlthf_e,
5CYSDOPAt,
CE5025t,11.81664757
EX_CE5025_e,
EX_CE2172_e,
EX_ppp9_e,
AACTte,
EX_aact_e,
CE5629t,
EX_CE5629_e,
EX_CE2705_e,
SPHGNte,
SELMETHt2e,
EX_prist_e,
EX_CE2049_e,
ACER12r,
ACER23g,
BGAL1e,
BGAL2l,12.1465237
BGAL3l,
DES21,
EX_gd3_hs_e,
CE2047te,
EX_CE2047_e,
LANOSTt,
FDPte,
2M3HBUc,
EX_gm3_hs_e,
GALGLUSIDEtl2,
EX_2m3hbu_e,
GBA2e,
GD3tl,
GLA2l,0.0
GLUSIDEtg,
COKEtr,
GM1tg,
2M3OVCOAm,11.3292505
GM1tl,
GM2tg,
EX_5a2opntn_e,
5A2OPNTNte,
ARG_Dtx,
ARG_Dte,
EX_arg__D_e,
HEXA1l,10.61622316
HEXA2l,10.61622316
HEXA3e,10.61622316
GD3tlc,
LANOSTtr,
EX_idl_hs_e,
EX_ldl_hs_e,
EX_hdl_hs_e,
EX_HC00005_e,
2M3OVACm,
DM_gd3_hs_g,
2M3OVACtm,
2M3HVACte,
GD3tm,
DM_pail35p_hs_n,
DM_gd3_hs_m,
NEU21,
NEU23,
NEU24,
NEU25,
NEU32e,0.0
DM_pcreat_c,
DM_na1_x,
DM_na1_g,
NEU34e,0.0
EX_2m3hvac_e,
NEU35e,0.0
DM_thm_m,
DM_15HPET_n,
NEU37e,0.0
EX_pail_hs_e,
NEU38n,10.58635773
EX_CE1243_e,
3H3MGLTc,
EX_galgluside_hs_e,
EX_ga1_hs_e,
SMS1S2,10.21863296
SMS21e,
SPHK22n,9.9458735
SPHMYLNte,
ST8SIA13e,0.0
NO2t2r,
NH4tr,
EX_gt1b_hs_e,
HMR_0002,9.98832086
HMR_0015,
HMR_0016,
HMR_0020,
BUTt,9.865306947
HMR_0164,9.865306947
UDPGALt2n,
UDPGALt2r,
TETPENT3COAtm,
THCRMtl,
3MGLUTACtm,
PCHOL_HStn,
CHOLPtn,
PHCRMter,
HMR_0166,
EX_3mglutac_e,
HMR_0168,
HMR_0172,
SPHGNtg,
SPHINGStn,
SPHINGStg,
EX_cmpacna_e,
EX_gd2_hs_e,
HMR_0178,
DHCRMtg,
HMR_0180,
GDA1tn,
PHSPHINGStg,
PHSPHINGStr,
SK_34dhpac_c,
34DHPEt,
DM_ts3_c,
HMR_0183,9.865306947
HMR_0184,
HMR_0188,13.02973104
FACOAE120,10.11604279
HMR_0194,10.35567385
HMR_0200,13.02973104
HMR_0203,9.865306947
HMR_0206,10.11604279
DM_sph1p_n,
DM_sphs1p_n,
DM_gda1_hs_n,
GALSIDEtn,
HMR_0208,9.865306947
HMR_0210,10.11604279
HMR_0214,10.11604279
CERT1tn,
Rtotalter,
HMR_0215,10.35567385
DM_phsph1p_c,
3MGLUTRc,
GD1Atn,
ATPtg,
GD1Btl,
DM_gd3_hs_l,
HMR_0232,9.865306947
HMR_0235,10.35567385
HMR_0238,10.11604279
HMR_0240,9.865306947
3MGLUTRte,
HMR_0243,10.35567385
EX_3mglutr_e,
HMR_0244,9.865306947
PPIOGLYc,
HMR_0246,10.11604279
HMR_0254,9.865306947
HMR_0256,10.11604279
HMR_0289,13.02973104
HMR_0292,9.865306947
HMR_0302,10.11604279
FACOAL1812,13.02973104
HMR_0303,10.35567385
HMR_0260,10.11604279
PPIOGLYtm,
HMR_0267,13.02973104
HMR_0304,9.865306947
PPIOGLYte,
HMR_0305,13.02973104
HMR_0306,10.11604279
HMR_0319,13.02973104
HMR_0322,9.865306947
HMR_0324,10.11604279
HMR_0325,10.35567385
HMR_0268,10.11604279
HMR_0270,9.865306947
HMR_0271,13.02973104
HMR_0272,10.11604279
HMR_0273,10.35567385
HMR_0276,10.11604279
HMR_0277,10.35567385
HMR_0280,10.11604279
MVLACc,
HMR_0288,9.865306947
HMR_0811,10.19238683
HMR_0587,
HMR_0593,12.39121655
HMR_0391,10.35567385
HMR_0392,9.865306947
HMR_0393,13.02973104
HMR_0394,10.11604279
FACOAE1829Z12Z,10.11604279
HMR_0410,10.11604279
HMR_0415,10.35567385
HMR_0329,10.35567385
ACChex,10.11604279
HMR_0344,9.865306947
HMR_0345,13.02973104
HMR_0346,10.11604279
HMR_0347,10.35567385
HMR_0354,10.11604279
HMR_0358,10.11604279
HMR_0367,10.35567385
HMR_0371,10.35567385
HMR_0381,13.02973104
HMR_0423,10.35567385
HMR_0426,10.11604279
HMR_0427,10.35567385
HMR_0429,13.02973104
HMR_0430,10.11604279
HMR_0597,11.81995664
HMR_0598,11.81995664
HMR_0601,11.81995664
HMR_0433,13.02973104
HMR_0434,10.11604279
HMR_0437,13.02973104
HMR_0383,10.35567385
HMR_0384,9.865306947
HMR_0386,10.11604279
HMR_0814,0.0
HMR_0469,
HMR_0582,10.47061737
HMR_0629,13.0425291
HMR_0817,11.44267889
HMR_0822,
HMR_0823,10.1388869
HMR_0960,13.74696791
HMR_0641,0.0
HMR_0966,
HMR_0824,9.60852237
HMR_0825,10.58635773
HMR_0984,
HMR_0827,
HMR_0985,0.0
HMR_0830,0.0
HMR_0986,0.0
HMR_0653,0.0
HMR_0836,11.25117013
HMR_0837,11.44267889
HMR_0839,
HMR_1030,0.0
HMR_1033,0.0
HMR_1037,0.0
HMR_1039,0.0
HMR_1077,9.785092372
HMR_0841,0.0
HMR_0843,0.0
HMR_0846,
HMR_0847,10.58635773
HMR_0852,0.0
HMR_0853,0.0
HMR_0855,0.0
HMR_0868,
HMR_0870,
HMR_1081,
HMR_1084,9.814483505
HMR_1085,0.0
HMR_1095,
HMR_1102,10.6025903
HMR_1127,
HMR_0873,
HMR_0875,12.2423209
HMR_0876,0.0
HMR_0877,0.0
HMR_1242,
HMR_1284,
HMR_1305,0.0
HMR_1306,
HMR_0890,12.2423209
HMR_0907,
HMR_0654,0.0
HMR_0910,0.0
HMR_0911,0.0
HMR_0912,
HMR_1311,
HMR_1315,
HMR_1325,9.766987725
HMR_1331,
HMR_1373,
HMR_1388,0.0
HMR_1392,0.0
HMR_1465,12.35519207
HMR_1738,
HMR_1740,
HMR_1744,
SMO,9.686674707
HMR_0657,0.0
LNSTLS,12.03720655
HMR_1479,0.0
C3STDH1,0.0
HMR_1745,
HMR_1746,10.8292602
HMR_1747,10.8292602
HMR_1748,10.8292602
HMR_1502,10.60453884
HMR_1503,10.60453884
HMR_1505,0.0
CHLSTI_1,9.887230583
HMR_1753,
HMR_1756,0.0
DSMSTOLR,12.40116862
HMR_1758,
HMR_0672,12.96066658
HMR_1759,
HMR_1536,0.0
HMR_1538,0.0
HMR_1539,0.0
HMR_1762,10.8292602
HMR_1765,
HMR_1767,
HMR_1768,
HMR_1771,
HMR_1781,
HMR_0753,13.06939669
HMR_1783,
HMR_1785,
HMR_1543,10.60453884
HMR_1547,
HMR_1549,10.60453884
HMR_1786,
HMR_1838,
HMR_1550,10.60453884
HMR_1897,10.81957497
HMR_1551,0.0
HMR_1916,13.91587211
HMR_0765,13.67337535
HMR_1927,0.0
HMR_1627,0.0
HMR_1629,
HMR_1630,
HMR_1631,
HMR_1637,11.72369307
HMR_1929,
HMR_1653,11.79652882
HMR_0767,11.81995664
HMR_1666,0.0
HMR_1706,12.2005521
HMR_1940,
HMR_1944,0.0
HMR_1949,
HMR_1958,0.0
HMR_1962,
HMR_1968,
HMR_1971,
HMR_1996,
HMR_0769,
HMR_2010,
HMR_2016,9.766987725
HMR_1980,
HMR_1981,0.0
HMR_1982,
HMR_1983,
HMR_2018,9.766987725
HMR_2029,0.0
HMR_0770,11.36002789
HMR_2041,11.30536953
HMR_2088,13.74696791
HMR_2089,13.74696791
HMR_0771,
HMR_2090,
HMR_2193,10.94258475
HMR_2210,
HMR_0783,
HMR_2211,11.49322525
HMR_2215,11.49322525
HMR_2218,10.94258475
HMR_2260,11.30536953
HMR_2268,11.30536953
HMR_2289,13.00970596
DESAT18,13.00970596
HMR_2296,13.00970596
HMR_2332,11.49322525
HMR_2336,10.94258475
HMR_2270,
HMR_2282,13.00970596
HMR_2342,11.49322525
HMR_2284,13.00970596
HMR_2343,11.30536953
HMR_0803,0.0
HMR_2344,10.94258475
HMR_2347,11.49322525
DESAT16,13.00970596
HMR_2287,13.00970596
HMR_2348,11.30536953
HMR_0805,0.0
HMR_2350,
HMR_2353,11.49322525
HMR_2533,11.30536953
HMR_2541,11.30536953
HMR_2354,11.30536953
HMR_2359,10.87482015
HMR_2361,11.49322525
HMR_2364,
HMR_2542,10.94258475
HMR_2560,
HMR_2569,
HMR_2581,11.44050576
HMR_2603,9.919275019
HMR_2604,11.56916828
HMR_2609,9.919275019
HMR_2365,10.87482015
HMR_2368,10.87482015
HMR_2374,
HMR_2380,10.87482015
CARN140t_m,9.919275019
HMR_2620,11.45543701
HMR_2621,9.919275019
HMR_2391,
HMR_2393,
HMR_0806,0.0
HMR_2395,11.49322525
HMR_0807,11.25117013
HMR_2435,10.94258475
HMR_2457,0.0
HMR_2624,9.919275019
HMR_2633,11.45543701
HMR_2737,9.919275019
HMR_2634,9.919275019
HMR_2648,11.45543701
HMR_2649,9.919275019
HMR_2652,9.919275019
HMR_2673,9.919275019
HMR_2676,9.919275019
HMR_2677,11.56916828
HMR_2681,11.45543701
HMR_2682,9.919275019
HMR_2683,11.56916828
HMR_2687,11.45543701
HMR_2692,11.56916828
HMR_2700,9.919275019
HMR_2704,11.56916828
HMR_2705,11.45543701
HMR_2657,11.45543701
VACCCPT1,11.45543701
HMR_2706,9.919275019
HMR_2666,11.45543701
CARN1829Z12Zt_m,9.919275019
HMR_2668,11.56916828
HMR_2735,11.56916828
HMR_2710,11.56916828
HMR_2711,11.45543701
HMR_2722,9.919275019
HMR_2731,9.919275019
HMR_2951,13.02973104
HMR_2734,9.919275019
CARN1836Z9Z12Zt_m,9.919275019
HMR_2954,13.02973104
HMR_2961,13.02973104
HMR_2963,13.02973104
HMR_2965,13.02973104
HMR_2967,13.02973104
HMR_2970,13.02973104
HMR_2972,13.02973104
HMR_2973,13.02973104
HMR_2974,13.02973104
HMR_2988,13.02973104
HMR_2753,9.919275019
HMR_2975,13.02973104
HMR_2978,13.02973104
HMR_2757,9.919275019
HMR_2983,13.02973104
HMR_2985,13.02973104
HMR_2760,9.919275019
HMR_2994,13.02973104
HMR_2999,13.02973104
HMR_2764,9.919275019
HMR_3021,9.494318155
HMR_3023,9.494318155
HMR_3054,
HMR_3055,
HMR_3114,13.55113112
HMR_2768,11.45543701
HMR_9667,
HMR_3057,11.72369307
HMR_3059,12.2005521
HMR_3115,14.28078193
HMR_3062,11.72369307
HMR_3116,13.55113112
HMR_2769,9.919275019
KAT180_m,13.55113112
HMR_3063,0.0
HMR_3067,0.0
HMR_2770,11.56916828
HMR_3070,11.72369307
HMR_3071,0.0
HMR_3072,12.2005521
HMR_3128,14.28078193
ACOADH100_m,11.18940977
HMR_3170,14.28078193
HMR_3172,13.55113112
HMR_3073,11.39618523
HMR_3075,0.0
HMR_3174,14.28078193
HMR_2771,11.45543701
HMR_3176,13.55113112
HMR_3184,13.55113112
HMR_3096,12.2005521
HMR_3097,11.39618523
HMR_3099,0.0
HMR_3185,13.55113112
HMR_3189,13.55113112
HMR_3190,11.18940977
HMR_3191,13.55113112
HMR_3192,13.55113112
HMR_3193,13.55113112
HMR_3195,13.55113112
HMR_3101,11.39618523
HMR_3102,11.72369307
HMR_3106,
HMR_3111,14.28078193
HMR_3200,13.55113112
HMR_3203,13.55113112
HMR_2773,11.56916828
HMR_3204,13.55113112
HMR_3205,13.55113112
HMR_3218,14.28078193
HMR_3478,
HMR_3225,13.55113112
HMR_3220,13.55113112
HMR_3221,13.55113112
HMR_3229,13.55113112
HMR_3234,14.28078193
HMR_3222,14.28078193
HMR_2776,11.56916828
HMR_3240,14.28078193
HMR_3241,13.55113112
HMR_2819,11.56916828
HMR_3243,13.55113112
HMR_3244,14.28078193
HMR_2827,11.56916828
HMR_3247,13.55113112
HMR_3321,11.72369307
HMR_3328,12.2005521
HMR_3332,12.2005521
HMR_3333,11.39618523
HMR_3408,14.28078193
HMR_3409,14.28078193
HMR_3413,14.28078193
HMR_3335,0.0
HMR_3336,12.2005521
HMR_3414,14.28078193
HMR_3338,11.72369307
HMR_3416,14.28078193
HMR_3339,0.0
HMR_3421,14.28078193
HMR_2851,9.703044133
HMR_3425,14.28078193
HMR_3426,14.28078193
HMR_3340,12.2005521
HMR_3342,11.72369307
HMR_3343,0.0
HMR_3345,11.39618523
HMR_3427,14.28078193
HMR_3428,14.28078193
HMR_3346,11.72369307
HMR_3347,0.0
HMR_3349,11.39618523
HMR_3351,0.0
HMR_3353,11.39618523
HMR_3431,14.28078193
HMR_3432,14.28078193
HMR_3433,14.28078193
HMR_3448,14.28078193
HMR_3449,13.55113112
HMR_3450,13.55113112
HMR_3398,14.28078193
HMR_3407,14.28078193
HMR_3505,11.39618523
HMR_3453,13.55113112
HMR_2859,11.56916828
HMR_3456,14.28078193
HMR_3457,11.18557757
HMR_3475,9.708730191
HMR_3597,
HMR_3625,9.967857834
HMR_3626,9.967857834
HMR_3630,9.967857834
HMR_3636,9.967857834
HMR_2861,9.703044133
HMR_3637,9.967857834
HMR_3639,9.967857834
HMR_3695,10.89375285
HMR_3696,10.89375285
HMR_3703,10.89375285
HMR_3708,10.89375285
HMR_3709,10.89375285
HMR_3710,10.89375285
HMR_3712,10.89375285
HMR_3713,10.89375285
HMR_3714,10.89375285
HMR_3640,9.967857834
HMR_2865,9.703044133
HMR_3644,9.967857834
HMR_3647,9.967857834
HMR_3715,10.89375285
HMR_3716,10.89375285
HMR_3719,10.89375285
HMR_3650,9.967857834
HMR_3722,10.89375285
HMR_3656,9.967857834
HMR_2884,9.703044133
HMR_3657,9.967857834
HMR_3658,9.967857834
HMR_3723,10.89375285
HMR_3725,10.89375285
HMR_3727,10.89375285
HMR_3662,9.967857834
HMR_3728,10.89375285
HMR_2886,11.56916828
HMR_3734,10.89375285
HMR_3736,10.89375285
HMR_3664,9.967857834
HMR_3665,9.967857834
HMR_3666,9.967857834
HMR_3667,9.967857834
HMR_3739,10.89375285
ASPT,11.56362666
HMR_3855,11.69599167
HMR_3915,0.0
HMR_3951,
HMR_3966,9.992589664
HMR_3670,9.967857834
HMR_3675,9.967857834
HMR_3681,9.967857834
HMR_3682,9.967857834
HMR_3685,10.89375285
HMR_3686,10.89375285
HMR_4079,13.8266923
HMR_4124,10.28756239
HMR_4266,
NADPPPS,11.22999894
UPPRT,
HMR_3688,10.89375285
HMR_3694,10.89375285
HMR_2888,9.703044133
XYLR,11.69599167
HMGCOARx,10.86161026
HMR_6633,11.75056003
XPPT,
HMR_2942,13.02973104
DCTPD,
TYROX,
HMR_6785,
CHOLD,
HMR_4700,10.44353977
HMR_4701,0.0
4HALDD,0.0
HMR_6850,
HMR_2943,13.02973104
HMR_6854,
HMR_6876,
HMR_6907,0.0
HMR_6908,
HMR_6909,9.501124718
HMR_4756,0.0
HMR_4790,
SUCCt4_3,0.0
HMR_4957,
GLNtm_1,
URIK2,11.09709669
HMR_5387,10.32098992
HMR_5389,11.69328466
METOX,
HMR_6975,12.6394004
HMR_6976,12.6394004
HMR_6978,12.03216269
CITt4_3,9.959781668
HMR_6362,
HMR_2944,13.02973104
HMR_6365,
HMR_6385,9.451669584
HMR_7173,
HMR_7182,
HMR_7197,
HMR_7199,
HMR_2946,13.02973104
HMR_7256,0.0
HMR_7257,
HMR_7431,
HMR_6408,
HMR_6456,
HMR_6500,
HMR_6515,10.80380314
SO4t4_3,
GLYCTO1,
HMR_7711,
CLOHtex2,9.919134
HMR_6545,12.76005585
AMPtn,
HMR_7720,
HMR_6549,11.17727013
HMR_6558,12.53724021
HMR_2947,13.02973104
HMR_6583,12.53724021
HMR_6584,12.53724021
HMR_6607,
HMR_6629,
HMR_7748,13.95621772
HMR_7749,13.95621772
HMR_7756,
HMR_7898,
HMR_9670,
HMR_2948,13.02973104
HMR_7900,
HMR_7906,
HMR_9671,
HMR_7944,
HMR_8643,11.95222158
CLFORtex2,9.919134
HMR_8762,16.46778739
GALt4_2,
GLCt4_2,
HMR_9175,
HMR_9176,
HMR_9180,
HMR_9184,
HMR_9187,
HMR_9188,
APRGSTRNte,
HMR_8023,
3AIBt,
HMR_8271,
HMR_8374,
HMR_8395,10.4858889
HMR_8418,
HMR_9189,
HMR_9561,
HMR_9581,0.0
DCYTtm,11.4171518
HMR_8476,11.4171518
HMR_9582,
HMR_8567,
FA160tp,
HMR_8570,
HMR_8577,
HMR_8579,
SO4t_e,9.881818967
HMR_9593,0.0
HMR_9604,0.0
HMR_9605,
PNTOt1,10.32059027
HMR_8580,
HMR_8588,
HMR_9608,10.32059027
HSK,
HMR_9609,10.32059027
HMR_9610,
HMR_9612,
HMR_9614,
HMR_9617,
HMR_9619,
HMR_9622,
HMR_9623,
3DHLCAt2,
7DHCDCHOLt,
7DHCDCHOLt2,
7DHCHOLabc,0.0
7DHCHOLt,
7DHCHOLt2,
HMR_9624,
HMR_9625,
HMR_9626,
HMR_9628,
CA24GSr,
CA24Gtr,
HMR_9631,
HMR_9635,
HMR_9638,
CA3Sabc,0.0
HMR_9720,
CASULT,
CDCA24Gte,0.0
HMR_9640,
HMR_9642,
HMR_9644,
HMR_9647,
HMR_9648,
HC02220t,
CDCA6AH,
COPROSTabc,0.0
COPROSTt,
COPROSTt2,
DCA24GSr,
HMR_9656,
HMR_9660,
HMR_9661,
HMR_9663,
DCA3GSr,
DCA3Sabc,0.0
DCA3St,
DM_icdchol_c,
DM_lca24g_c,
DM_3dhdchol_c,
HMR_9726,
DM_7dhcdchol_c,
DM_7dhchol_c,
DM_lca3g_c,
DM_tcdca3s_c,
DM_thyochol_c,
DM_ca24g_c,
ADD,
DM_ca3s_c,
DM_dca24g_c,
DM_dca3s_c,
DM_uchol_c,
DM_gca3s_c,
DM_udca3s_c,
HMR_9803,
EX_12dhchol_e,
EX_3dhchol_e,
DM_gcdca3s_c,
DM_gdca3s_c,
DM_gudca3s_c,
DM_hca24g_c,
EX_3dhlchol_e,
EX_7dhcdchol_e,
EX_ca24g_e,
EX_ca3s_e,
EX_cdca24g_e,
EX_coprost_e,
EX_dca3s_e,
EX_hdca24g_e,
EX_hdca6g_e,
DM_hca6g_c,
DM_hdca24g_c,
EX_icdchol_e,
HDCA24Gte,0.0
HMR_9804,12.75964836
HDCA24Gtr,
HDCA6GSc,
HDCA6Gtr,
HYOCHOLt,
EX_lca3g_e,
EX_tca3s_e,
EX_tdca3s_e,
EX_thyochol_e,
EX_tudca3s_e,
HYOCHOLt2,
ICDCHOLt2,
HMR_9807,
ISOCHOLt,
GCA3St,
GCASULT,
EX_mem2emgacpail_prot_hs_e,
GCDCA3Sabc,0.0
GDCA3St,
GUDCASULT,
HCA24GSr,
HCA24Gtr,
HCA6Gte,0.0
HCA6Gtr,
LCA24Gte,0.0
LCA24Gtr,
LCA3GSr,
TCASULT,
HMR_1635,
TCDCA3Sabc,0.0
TCDCA3St,
TCDCA6AH,
UDCA3Sabc,0.0
TDCA3Sabc,0.0
UDCA3St,
TDCA3St,
UDCHOLt,
C14STR,10.71383968
THYOCHOLabc,0.0
THYOCHOLt,
HMR_1467,12.35519207
TUDCA3St,
HMR_1644,12.2005521
TUDCASULT,
UCHOLabc,0.0
UCHOLt,
12HTACRtep,
HMR_1500,
1331TAALThr,
1331TACRhr,
1331TACRteb,
13DMThr,
13DMTtu,
3HPVSTETteb,0.0
3HPVSTETtev,
3HPVSteb,0.0
3HPVStep,
13DMTtep,
14HMDZALThr,
14HMDZhr,
1513DTALThr,
3HSMVACIDhep,
3HSMVhep,
3ISPVShc,
3ISPVSteb,0.0
4BHGLZhr,
1513DTACRhr,
1513TACRtu,
1531TACRtev,
1531TALThr,
15DMThr,
4BHGLZtev,
4HATVACIDhc,
15DMTtu,
EX_nadh_e,
1HIBUP_Sthv,
1HMDGLUChr,
2HATVACIDOXDhc,
2HATVACIDthc,10.29736037
2HATVLACGLUChr,
2HATVLACGLUCteb,0.0
2HATVLACOXDhc,
2HATVLACthc,10.29736037
4HATVLACOXDhc,
56DHPVShc,
56DHPVStev,
56EPPVStev,
5OHFVSGLUhc,
5OHFVShc,
5OHFVSteb,
6AHGLZABCt,
6AHGLZhr,
6BHGLZABCt,
6CSMVACIDhep,
6CSMVACIDteb,
2HIBUPGLUC_Sthv,
31DMThr,
31DMTtu,
31DMTtep,
35DHPVShc,
35DHPVStep,
6EPVShc,
6HLVSTAChep,
6HLVSTthep,
6HMSMVACIDhep,
35DHPVSthc,10.29736037
3HIBUPGLUC_Sthv,
EX_glc__D_e,
3HIBUP_Rthv,
3HIBUP_Sthv,
6HMSMVhep,
6HSMVACIDhep,
6MELACAChep,
6MELVSTthep,
3HLVSTACtbc,
6OHFVSGLUtev,
12DHCHOLabc,0.0
6OHFVShc,
7AHGLZtev,
7BHGLZABCt,
ATVLAChc,
ATVLACtdhc,
Am1CSAteb,
CARBIBUP_SGLUthv,
CARIBUP_Rthv,
7BHGLZGLCABCt,
7BHGLZGLChr,
7BHGLZGLCtev,
7HPVSteb,0.0
CRGLZABCt,
CRGLZhr,
7HPVStev,
ALLOP2tu,
CRVS1M24hc,
ACMPtu,0.0
3DHCAS,
ACMPGLUChr,
ACMPGLUTdt,
CRVS23M24hc,
CRVSATPthc,
CRVSM1hc,
CRVSM22hc,
ACMPGLUTthc,0.0
ACMPGLUthc,0.0
AM19CShr,
AM19CSteb,
AM1A4NCSteb,
AM1ACCStev,
AM1ACShr,
CRVSM23hc,
CRVSM23hr,10.85840326
CRVSM23tev,
CRVSM24teb,0.0
CRVSM31hc,
CSAtd,
CVM1GLUChc,
AM1ACSteb,
AM1ALCShr,
AM1ALCSteb,
AM1ALCStep,
CYSAMPtev,
AM1C4N9CShc,
DELACCRVSM23hc,
AM1C4N9CSteb,
3DHCDCAS,
AM1C9CShr,
AM1C9CSteb,
AM1C9CStev,
AM1CCShr,
AM1CCSteb,
DEOXFVShc,12.2005521
DEOXFVStev,
AM1CGLChr,
3DHCHOLabc,0.0
AM1CSAtep,
AM4N9CShc,
AM4N9CStev,
AM4NC9CSteb,
AM4NCShr,
AM4NCSteb,
AM4NCStep,
ATVACIDOATPtu,10.29736037
ATVACIDtdu,
ATVACIDtu,0.0
ATVLACGLCURhc,
EX_3hlvstacid_e,
EX_3hpvs_e,
DESFVSteb,
DHGLZABCt,
DHGLZhc,
DSPVSteb,0.0
EPOXTACteb,
EPOXTACtev,
EX_13dmt_e,
EX_1513tacr_e,
EX_1hibupglu__S_e,
EX_2hatvacidgluc_e,
EX_2hibupglu__S_e,
